f244fbb7-3c77-11f0-a302-0050564c5b43,30636bb0-12f1-11f0-9250-0050564c5b43,0,GF,ZF
f244fd06-3c77-11f0-a302-0050564c5b43,30636bb0-12f1-11f0-9250-0050564c5b43,0,MA,
f244fd1f-3c77-11f0-a302-0050564c5b43,30636bb0-12f1-11f0-9250-0050564c5b43,0,ATF,
f244fd2d-3c77-11f0-a302-0050564c5b43,30636bb0-12f1-11f0-9250-0050564c5b43,0,ATM,
f244fd54-3c77-11f0-a302-0050564c5b43,30636bb0-12f1-11f0-9250-0050564c5b43,0,WTF,
f244fd5e-3c77-11f0-a302-0050564c5b43,30636bb0-12f1-11f0-9250-0050564c5b43,0,WTM,
f244fd70-3c77-11f0-a302-0050564c5b43,30636bb0-12f1-11f0-9250-0050564c5b43,0,STF,
f244fd81-3c77-11f0-a302-0050564c5b43,30636bb0-12f1-11f0-9250-0050564c5b43,0,STM,
f244fd8a-3c77-11f0-a302-0050564c5b43,30637292-12f1-11f0-9250-0050564c5b43,0,GF,GF
f244fd92-3c77-11f0-a302-0050564c5b43,30637292-12f1-11f0-9250-0050564c5b43,0,ME,
f244fd99-3c77-11f0-a302-0050564c5b43,30637292-12f1-11f0-9250-0050564c5b43,0,MA,
f244fda1-3c77-11f0-a302-0050564c5b43,30637292-12f1-11f0-9250-0050564c5b43,1,ATF,TF
f244fdaa-3c77-11f0-a302-0050564c5b43,30637292-12f1-11f0-9250-0050564c5b43,1,ATM,
f244fdbf-3c77-11f0-a302-0050564c5b43,30637292-12f1-11f0-9250-0050564c5b43,1,WTF,TF
f244fdc7-3c77-11f0-a302-0050564c5b43,30637292-12f1-11f0-9250-0050564c5b43,1,WTM,
f244fdcf-3c77-11f0-a302-0050564c5b43,30637292-12f1-11f0-9250-0050564c5b43,0,STF,
f244fdd7-3c77-11f0-a302-0050564c5b43,30637292-12f1-11f0-9250-0050564c5b43,0,STM,
f244fde6-3c77-11f0-a302-0050564c5b43,3063750b-12f1-11f0-9250-0050564c5b43,0,GF,GF
f244fdef-3c77-11f0-a302-0050564c5b43,3063750b-12f1-11f0-9250-0050564c5b43,0,ME,
f244fdf7-3c77-11f0-a302-0050564c5b43,3063750b-12f1-11f0-9250-0050564c5b43,0,MA,
3cc6cf40-40bf-11f0-a302-0050564c5b43,3063750b-12f1-11f0-9250-0050564c5b43,1,ATF,TF
45c4a0a6-40bf-11f0-a302-0050564c5b43,3063750b-12f1-11f0-9250-0050564c5b43,1,ATM,
f244fe20-3c77-11f0-a302-0050564c5b43,3063750b-12f1-11f0-9250-0050564c5b43,1,WTF,TF
f244fe28-3c77-11f0-a302-0050564c5b43,3063750b-12f1-11f0-9250-0050564c5b43,1,WTM,
f244fe30-3c77-11f0-a302-0050564c5b43,3063750b-12f1-11f0-9250-0050564c5b43,0,STF,
f244fe38-3c77-11f0-a302-0050564c5b43,3063750b-12f1-11f0-9250-0050564c5b43,0,STM,
f244fe40-3c77-11f0-a302-0050564c5b43,3063752d-12f1-11f0-9250-0050564c5b43,0,TF,TF
f244fe47-3c77-11f0-a302-0050564c5b43,3063752d-12f1-11f0-9250-0050564c5b43,0,ME,
f244fe50-3c77-11f0-a302-0050564c5b43,3063752d-12f1-11f0-9250-0050564c5b43,0,MA,
f244fe59-3c77-11f0-a302-0050564c5b43,30637587-12f1-11f0-9250-0050564c5b43,0,TF,TF
f244fe61-3c77-11f0-a302-0050564c5b43,30637587-12f1-11f0-9250-0050564c5b43,0,MA,
81f35edb-40bf-11f0-a302-0050564c5b43,306375dc-12f1-11f0-9250-0050564c5b43,0,GF,GF
f244fe81-3c77-11f0-a302-0050564c5b43,306375dc-12f1-11f0-9250-0050564c5b43,0,MA,
81fc341d-40bf-11f0-a302-0050564c5b43,306375dc-12f1-11f0-9250-0050564c5b43,0,ATF,
f244fe91-3c77-11f0-a302-0050564c5b43,306375dc-12f1-11f0-9250-0050564c5b43,0,ATM,
f244fe99-3c77-11f0-a302-0050564c5b43,306375dc-12f1-11f0-9250-0050564c5b43,0,WTF,
f244fea0-3c77-11f0-a302-0050564c5b43,306375dc-12f1-11f0-9250-0050564c5b43,0,WTM,
